job_id,skill_name
36,Power BI
36,SQL
36,Data Visualization
36,Python
36,AWS
36,MySQL
36,Statistics
37,SQL
37,Data Visualization
37,Power BI
37,Python
37,Pandas
37,AWS
37,MySQL
38,Tableau
38,Statistics
38,AWS
38,Power BI
38,Python
39,SQL
39,Data Visualization
39,Machine Learning
39,Python
39,ETL
40,Statistics
40,Machine Learning
40,AWS
40,ETL
40,Power BI
40,Data Visualization
41,AWS
41,Machine Learning
41,SQL
41,Excel
42,Data Visualization
42,ETL
42,Machine Learning
42,Tableau
43,Excel
43,MySQL
43,Machine Learning
43,ETL
43,Power BI
43,Tableau
43,SQL
44,Tableau
44,AWS
44,Power BI
44,Python
44,ETL
45,SQL
45,Excel
45,AWS
45,Power BI
45,MySQL
45,Tableau
46,AWS
46,Excel
46,MySQL
46,Pandas
47,Statistics
47,AWS
47,Power BI
47,ETL
47,Data Visualization
47,SQL
47,Tableau
48,Power BI
48,Machine Learning
48,Excel
48,Statistics
49,ETL
49,Statistics
49,Excel
49,SQL
50,SQL
50,MySQL
50,Power BI
50,Excel
50,Machine Learning
50,Python
51,MySQL
51,SQL
51,Machine Learning
51,Tableau
51,Python
52,Python
52,Tableau
52,Data Visualization
52,Pandas
52,SQL
52,Excel
53,MySQL
53,Machine Learning
53,Python
53,SQL
53,Statistics
54,Statistics
54,MySQL
54,Python
54,ETL
54,SQL
54,Machine Learning
54,Data Visualization
55,Machine Learning
55,Statistics
55,Excel
55,ETL
55,MySQL
55,Pandas
56,SQL
56,ETL
56,MySQL
56,Power BI
57,SQL
57,AWS
57,Excel
57,Pandas
57,MySQL
57,Machine Learning
57,Statistics
58,Tableau
58,Power BI
58,SQL
58,AWS
58,ETL
58,Excel
59,Python
59,MySQL
59,ETL
59,Data Visualization
59,Tableau
60,Pandas
60,Machine Learning
60,Tableau
60,MySQL
61,AWS
61,MySQL
61,Pandas
61,Power BI
61,Tableau
61,SQL
62,SQL
62,Power BI
62,MySQL
62,ETL
62,Statistics
62,AWS
63,Pandas
63,Machine Learning
63,SQL
63,Data Visualization
63,Power BI
64,Python
64,Statistics
64,Pandas
64,MySQL
64,AWS
65,Pandas
65,SQL
65,Python
65,MySQL
65,AWS
65,Power BI
65,Statistics
66,Data Visualization
66,ETL
66,AWS
66,Tableau
66,SQL
66,Python
66,Statistics
67,MySQL
67,SQL
67,AWS
67,Power BI
67,Excel
67,Machine Learning
67,Pandas
68,Machine Learning
68,SQL
68,ETL
68,Pandas
68,Statistics
69,AWS
69,Statistics
69,Pandas
69,Python
69,MySQL
70,Python
70,Data Visualization
70,AWS
70,Power BI
70,Tableau
70,SQL
71,Pandas
71,SQL
71,Statistics
71,MySQL
71,Python
71,Power BI
71,Excel
72,Python
72,AWS
72,ETL
72,Power BI
72,Data Visualization
72,SQL
73,AWS
73,Excel
73,Power BI
73,Data Visualization
73,Pandas
73,ETL
74,Tableau
74,AWS
74,Data Visualization
74,Pandas
74,ETL
75,AWS
75,Pandas
75,MySQL
75,ETL
75,Excel
75,Tableau
75,Data Visualization
76,ETL
76,AWS
76,Statistics
76,Machine Learning
77,MySQL
77,ETL
77,Excel
77,Tableau
77,Data Visualization
77,Python
77,Pandas
78,Machine Learning
78,Python
78,AWS
78,Pandas
78,Power BI
78,MySQL
78,Data Visualization
79,Power BI
79,Data Visualization
79,Pandas
79,Excel
79,Tableau
79,Machine Learning
79,Python
80,ETL
80,Pandas
80,SQL
80,Power BI
80,Machine Learning
81,Python
81,Tableau
81,SQL
81,AWS
82,Machine Learning
82,Data Visualization
82,SQL
82,Tableau
83,Power BI
83,Pandas
83,Data Visualization
83,AWS
83,Statistics
83,SQL
84,ETL
84,Power BI
84,Tableau
84,Data Visualization
84,Excel
85,Power BI
85,Machine Learning
85,Data Visualization
85,Tableau
85,Pandas
86,Pandas
86,MySQL
86,Statistics
86,Tableau
87,Excel
87,Machine Learning
87,Data Visualization
87,ETL
87,Tableau
87,Python
88,Statistics
88,Machine Learning
88,Excel
88,Pandas
89,Python
89,Pandas
89,SQL
89,Power BI
89,Excel
89,Machine Learning
90,Data Visualization
90,Pandas
90,MySQL
90,AWS
91,Excel
91,ETL
91,Machine Learning
91,Python
91,MySQL
91,SQL
92,Power BI
92,Tableau
92,Data Visualization
92,AWS
92,MySQL
93,Data Visualization
93,Statistics
93,AWS
93,MySQL
93,Power BI
94,MySQL
94,Data Visualization
94,SQL
94,Tableau
94,Pandas
94,Python
94,AWS
95,Data Visualization
95,SQL
95,Pandas
95,AWS
95,ETL
95,Machine Learning
96,Pandas
96,Power BI
96,MySQL
96,Tableau
96,ETL
97,ETL
97,Statistics
97,Excel
97,AWS
97,Power BI
97,SQL
97,Python
98,Power BI
98,Statistics
98,Excel
98,Pandas
98,Machine Learning
98,ETL
99,Python
99,Machine Learning
99,Pandas
99,SQL
99,AWS
100,Python
100,Machine Learning
100,MySQL
100,ETL
101,Statistics
101,MySQL
101,Tableau
101,Machine Learning
101,ETL
101,Data Visualization
102,Excel
102,Pandas
102,Data Visualization
102,Power BI
102,Statistics
102,Machine Learning
103,AWS
103,Python
103,ETL
103,Pandas
103,SQL
104,MySQL
104,ETL
104,Statistics
104,AWS
105,Tableau
105,Pandas
105,ETL
105,Excel
105,Data Visualization
105,Machine Learning
105,Power BI
106,AWS
106,Machine Learning
106,ETL
106,Data Visualization
106,Power BI
106,Tableau
106,Statistics
107,MySQL
107,AWS
107,Statistics
107,Pandas
108,Power BI
108,ETL
108,Data Visualization
108,Excel
108,Tableau
109,SQL
109,Python
109,ETL
109,Tableau
109,Power BI
110,Statistics
110,Machine Learning
110,Python
110,MySQL
110,Excel
110,AWS
110,Tableau
111,AWS
111,Machine Learning
111,ETL
111,SQL
111,Power BI
112,Pandas
112,SQL
112,ETL
112,MySQL
113,MySQL
113,Tableau
113,Excel
113,Data Visualization
113,Machine Learning
113,Statistics
114,AWS
114,Machine Learning
114,Power BI
114,ETL
114,Pandas
114,Data Visualization
114,Tableau
115,MySQL
115,Python
115,Power BI
115,Pandas
115,Tableau
115,Statistics
116,ETL
116,Excel
116,Python
116,Tableau
116,Machine Learning
116,SQL
117,Machine Learning
117,Excel
117,SQL
117,Python
117,MySQL
118,AWS
118,Pandas
118,ETL
118,Tableau
118,Statistics
118,Machine Learning
119,Pandas
119,Statistics
119,Tableau
119,Machine Learning
120,AWS
120,Power BI
120,MySQL
120,ETL
120,Excel
121,Python
121,Excel
121,Machine Learning
121,Data Visualization
122,Python
122,Power BI
122,Pandas
122,MySQL
122,Excel
122,ETL
123,Power BI
123,Tableau
123,MySQL
123,Pandas
123,AWS
123,SQL
124,Data Visualization
124,Statistics
124,Excel
124,AWS
124,ETL
125,Pandas
125,MySQL
125,Power BI
125,ETL
126,Excel
126,Power BI
126,Tableau
126,Python
127,Excel
127,Python
127,Tableau
127,SQL
127,Statistics
127,Power BI
127,ETL
128,MySQL
128,Machine Learning
128,Tableau
128,Pandas
128,Python
128,Data Visualization
128,Statistics
129,Power BI
129,Excel
129,Python
129,Statistics
129,AWS
129,Machine Learning
130,Excel
130,Machine Learning
130,ETL
130,SQL
131,Excel
131,SQL
131,Tableau
131,Pandas
131,ETL
131,MySQL
132,Data Visualization
132,MySQL
132,ETL
132,Python
132,Tableau
132,Statistics
132,Pandas
133,Power BI
133,Machine Learning
133,MySQL
133,ETL
133,SQL
134,Power BI
134,Statistics
134,Pandas
134,Python
134,SQL
134,MySQL
135,Data Visualization
135,Machine Learning
135,ETL
135,SQL
135,Power BI
135,Python
136,AWS
136,ETL
136,Pandas
136,Machine Learning
136,MySQL
137,Data Visualization
137,AWS
137,Python
137,Tableau
137,MySQL
137,Pandas
137,Statistics
138,SQL
138,ETL
138,Pandas
138,MySQL
138,Tableau
138,Python
138,Machine Learning
139,Tableau
139,SQL
139,Data Visualization
139,Machine Learning
139,ETL
140,ETL
140,Python
140,SQL
140,Excel
140,Machine Learning
141,ETL
141,Excel
141,Pandas
141,Data Visualization
141,Statistics
141,Python
142,AWS
142,Tableau
142,SQL
142,ETL
143,Excel
143,MySQL
143,AWS
143,Data Visualization
143,Power BI
144,Excel
144,Data Visualization
144,MySQL
144,Statistics
145,Python
145,Machine Learning
145,Tableau
145,SQL
145,Pandas
145,Excel
146,Excel
146,ETL
146,Power BI
146,Machine Learning
146,Tableau
146,Statistics
146,Python
147,Statistics
147,ETL
147,Pandas
147,SQL
147,AWS
147,Power BI
148,Data Visualization
148,AWS
148,MySQL
148,ETL
148,Machine Learning
148,Statistics
149,AWS
149,Excel
149,Tableau
149,Machine Learning
149,Data Visualization
150,AWS
150,MySQL
150,Pandas
150,Data Visualization
150,Statistics
151,Statistics
151,Machine Learning
151,Power BI
151,MySQL
152,Excel
152,Python
152,MySQL
152,Power BI
152,Pandas
152,Machine Learning
153,AWS
153,Python
153,Statistics
153,MySQL
153,ETL
154,Tableau
154,Machine Learning
154,Power BI
154,ETL
155,Tableau
155,AWS
155,SQL
155,Machine Learning
156,SQL
156,Power BI
156,Statistics
156,Tableau
156,Python
156,ETL
157,Machine Learning
157,ETL
157,Python
157,AWS
158,Tableau
158,Python
158,Power BI
158,SQL
159,Excel
159,ETL
159,SQL
159,Statistics
160,Statistics
160,Pandas
160,Tableau
160,Python
160,Data Visualization
161,Python
161,MySQL
161,SQL
161,Statistics
161,Data Visualization
161,Tableau
162,Machine Learning
162,AWS
162,SQL
162,Power BI
163,Excel
163,AWS
163,Machine Learning
163,Pandas
163,Tableau
163,Data Visualization
164,Tableau
164,Python
164,Data Visualization
164,Machine Learning
164,AWS
165,AWS
165,SQL
165,MySQL
165,Pandas
165,ETL
165,Power BI
165,Machine Learning
166,MySQL
166,Python
166,Power BI
166,Data Visualization
166,AWS
167,Pandas
167,Excel
167,Tableau
167,Machine Learning
167,Python
167,Power BI
167,Statistics
168,Python
168,Data Visualization
168,Tableau
168,Pandas
169,AWS
169,Statistics
169,Python
169,Excel
170,MySQL
170,Machine Learning
170,Excel
170,AWS
170,Data Visualization
170,ETL
171,Statistics
171,Excel
171,SQL
171,Tableau
172,Power BI
172,Data Visualization
172,ETL
172,AWS
172,Excel
173,Excel
173,AWS
173,Machine Learning
173,Tableau
173,SQL
173,MySQL
174,Power BI
174,MySQL
174,SQL
174,Python
175,Data Visualization
175,Tableau
175,Machine Learning
175,ETL
176,MySQL
176,Python
176,Statistics
176,Tableau
176,Machine Learning
177,Tableau
177,Python
177,ETL
177,Statistics
177,Machine Learning
177,Power BI
178,ETL
178,Machine Learning
178,Pandas
178,Excel
178,SQL
178,Tableau
179,AWS
179,Tableau
179,Pandas
179,Excel
179,Data Visualization
179,Statistics
180,SQL
180,Pandas
180,MySQL
180,Machine Learning
180,Power BI
180,Tableau
180,AWS
181,Machine Learning
181,AWS
181,MySQL
181,ETL
181,Excel
181,Pandas
181,Power BI
182,Tableau
182,ETL
182,Power BI
182,SQL
182,MySQL
182,AWS
182,Pandas
183,Python
183,Excel
183,AWS
183,Data Visualization
183,MySQL
183,Pandas
184,Pandas
184,Excel
184,Python
184,Machine Learning
185,Data Visualization
185,ETL
185,Statistics
185,Python
186,Pandas
186,Python
186,AWS
186,SQL
186,Machine Learning
186,Tableau
187,MySQL
187,AWS
187,Tableau
187,Data Visualization
187,Python
188,MySQL
188,Power BI
188,Python
188,AWS
188,Excel
188,Data Visualization
189,Excel
189,Power BI
189,SQL
189,Statistics
190,Statistics
190,Python
190,MySQL
190,Tableau
190,Excel
190,Power BI
190,Machine Learning
191,Tableau
191,Statistics
191,AWS
191,MySQL
191,Pandas
191,SQL
191,ETL
192,Machine Learning
192,Pandas
192,Excel
192,SQL
192,MySQL
192,ETL
192,Statistics
193,Statistics
193,Python
193,ETL
193,Excel
193,SQL
193,Pandas
194,ETL
194,Machine Learning
194,SQL
194,Tableau
194,Pandas
195,Pandas
195,Power BI
195,Python
195,ETL
195,Tableau
195,AWS
196,Tableau
196,AWS
196,Python
196,Excel
197,Pandas
197,ETL
197,Statistics
197,Tableau
197,Python
197,Power BI
197,SQL
198,Statistics
198,Data Visualization
198,MySQL
198,Power BI
199,Pandas
199,Power BI
199,Data Visualization
199,Excel
199,Statistics
200,Excel
200,Statistics
200,Machine Learning
200,Power BI
200,Tableau
200,SQL
201,Pandas
201,AWS
201,ETL
201,Tableau
201,Data Visualization
202,Pandas
202,ETL
202,Python
202,Excel
202,MySQL
202,AWS
203,Tableau
203,Data Visualization
203,Statistics
203,Python
203,Pandas
204,MySQL
204,Excel
204,Machine Learning
204,SQL
204,AWS
205,AWS
205,Tableau
205,Pandas
205,SQL
205,Excel
205,Statistics
206,Data Visualization
206,Machine Learning
206,MySQL
206,AWS
206,Power BI
206,ETL
206,Python
207,ETL
207,MySQL
207,SQL
207,Tableau
208,MySQL
208,Excel
208,Power BI
208,Machine Learning
209,MySQL
209,Power BI
209,Tableau
209,Excel
209,Python
209,Statistics
209,SQL
210,ETL
210,SQL
210,Python
210,Data Visualization
210,Power BI
210,AWS
211,ETL
211,Power BI
211,Machine Learning
211,AWS
211,SQL
211,MySQL
212,AWS
212,SQL
212,Statistics
212,Tableau
212,Excel
213,Tableau
213,ETL
213,Machine Learning
213,Statistics
213,SQL
214,Python
214,MySQL
214,Pandas
214,SQL
214,Tableau
214,AWS
214,ETL
215,Power BI
215,ETL
215,Excel
215,AWS
215,MySQL
215,Machine Learning
216,Data Visualization
216,Tableau
216,Pandas
216,Python
217,MySQL
217,Power BI
217,Tableau
217,Pandas
218,Tableau
218,Data Visualization
218,Power BI
218,AWS
218,MySQL
219,SQL
219,Data Visualization
219,Tableau
219,Pandas
219,Python
219,Excel
220,Pandas
220,Statistics
220,Data Visualization
220,Tableau
220,Python
221,SQL
221,Excel
221,Machine Learning
221,ETL
222,Tableau
222,ETL
222,Power BI
222,Python
222,MySQL
223,ETL
223,AWS
223,Pandas
223,Python
224,ETL
224,MySQL
224,Excel
224,Pandas
225,Data Visualization
225,Power BI
225,Machine Learning
225,Statistics
225,Pandas
226,Python
226,Statistics
226,SQL
226,Machine Learning
226,Excel
227,Power BI
227,ETL
227,Machine Learning
227,Statistics
227,Tableau
227,Python
227,MySQL
228,SQL
228,Power BI
228,Python
228,Tableau
228,Machine Learning
229,Statistics
229,Tableau
229,ETL
229,Pandas
230,SQL
230,Data Visualization
230,Python
230,AWS
231,SQL
231,Machine Learning
231,AWS
231,Tableau
231,Power BI
231,MySQL
231,Statistics
232,Python
232,Machine Learning
232,MySQL
232,ETL
233,Statistics
233,AWS
233,SQL
233,Tableau
233,Excel
234,SQL
234,MySQL
234,Data Visualization
234,ETL
234,Machine Learning
234,Statistics
234,AWS
235,Machine Learning
235,Python
235,Power BI
235,AWS
235,Data Visualization
236,Pandas
236,SQL
236,Data Visualization
236,ETL
236,Machine Learning
236,Python
237,AWS
237,Python
237,Machine Learning
237,Statistics
237,Excel
237,Tableau
238,Pandas
238,Statistics
238,Machine Learning
238,Python
238,SQL
239,Pandas
239,AWS
239,Statistics
239,Power BI
239,Tableau
239,ETL
240,SQL
240,Statistics
240,Pandas
240,AWS
240,MySQL
241,SQL
241,ETL
241,Tableau
241,Power BI
241,Machine Learning
241,Python
242,Excel
242,Machine Learning
242,Statistics
242,Data Visualization
242,Python
243,Pandas
243,Python
243,Machine Learning
243,Statistics
243,ETL
243,Power BI
244,Data Visualization
244,Tableau
244,Pandas
244,SQL
244,AWS
244,Machine Learning
245,Python
245,Power BI
245,Pandas
245,Excel
245,ETL
245,SQL
246,MySQL
246,Machine Learning
246,Power BI
246,Python
247,Statistics
247,Python
247,MySQL
247,Pandas
247,AWS
248,Power BI
248,Machine Learning
248,Data Visualization
248,ETL
248,Python
249,Data Visualization
249,Excel
249,SQL
249,Python
250,Machine Learning
250,Excel
250,SQL
250,Power BI
250,AWS
250,Statistics
251,MySQL
251,Machine Learning
251,Python
251,SQL
251,AWS
251,Power BI
252,Statistics
252,Python
252,Power BI
252,Data Visualization
252,ETL
252,Excel
253,SQL
253,Pandas
253,Data Visualization
253,MySQL
253,Machine Learning
253,Statistics
254,Data Visualization
254,Python
254,Statistics
254,Excel
254,Power BI
255,Power BI
255,Statistics
255,AWS
255,Data Visualization
255,SQL
255,Pandas
256,Statistics
256,SQL
256,Data Visualization
256,Power BI
257,Python
257,Statistics
257,SQL
257,Tableau
258,Machine Learning
258,Statistics
258,MySQL
258,ETL
258,Data Visualization
259,Excel
259,Pandas
259,Python
259,Data Visualization
260,MySQL
260,Tableau
260,Python
260,Data Visualization
261,Pandas
261,Excel
261,Python
261,Data Visualization
261,Tableau
262,SQL
262,Tableau
262,MySQL
262,Statistics
262,Machine Learning
263,Machine Learning
263,Excel
263,Pandas
263,SQL
263,AWS
263,MySQL
263,Tableau
264,Power BI
264,ETL
264,SQL
264,Pandas
264,Excel
265,Machine Learning
265,Python
265,Tableau
265,Excel
265,Power BI
266,AWS
266,Excel
266,Machine Learning
266,Data Visualization
267,Data Visualization
267,Pandas
267,Excel
267,MySQL
267,Python
267,Machine Learning
268,MySQL
268,Excel
268,AWS
268,Power BI
268,Machine Learning
268,SQL
269,AWS
269,Excel
269,Power BI
269,Tableau
269,Python
270,Data Visualization
270,Power BI
270,Pandas
270,Python
270,Statistics
270,ETL
270,MySQL
271,Excel
271,ETL
271,Machine Learning
271,Tableau
271,Pandas
271,Power BI
272,AWS
272,Power BI
272,Data Visualization
272,Statistics
272,Excel
272,ETL
272,Machine Learning
273,Python
273,MySQL
273,Excel
273,AWS
273,Data Visualization
273,Pandas
274,MySQL
274,ETL
274,Data Visualization
274,AWS
274,Python
275,Data Visualization
275,Statistics
275,ETL
275,Tableau
276,AWS
276,Python
276,Statistics
276,Pandas
276,MySQL
277,Excel
277,Data Visualization
277,Pandas
277,Tableau
277,ETL
277,Power BI
277,SQL
278,Excel
278,SQL
278,MySQL
278,Machine Learning
279,ETL
279,Data Visualization
279,Pandas
279,SQL
279,Excel
279,AWS
280,ETL
280,Pandas
280,Python
280,Machine Learning
280,SQL
281,Pandas
281,SQL
281,MySQL
281,AWS
281,Machine Learning
282,Tableau
282,Statistics
282,ETL
282,Pandas
282,Python
282,Machine Learning
283,MySQL
283,ETL
283,AWS
283,Excel
283,Tableau
283,Statistics
283,Python
284,SQL
284,AWS
284,ETL
284,Machine Learning
284,Pandas
284,Tableau
284,Data Visualization
285,SQL
285,Excel
285,Python
285,Tableau
285,Statistics
286,Machine Learning
286,SQL
286,Pandas
286,Excel
287,AWS
287,MySQL
287,ETL
287,Machine Learning
287,SQL
288,Power BI
288,Machine Learning
288,Data Visualization
288,Python
288,AWS
289,Excel
289,SQL
289,Tableau
289,Machine Learning
289,MySQL
289,ETL
289,Power BI
290,MySQL
290,Pandas
290,Machine Learning
290,Excel
291,Data Visualization
291,ETL
291,Tableau
291,Machine Learning
291,MySQL
291,Python
292,Machine Learning
292,Pandas
292,Statistics
292,Python
292,SQL
293,Data Visualization
293,Machine Learning
293,SQL
293,Statistics
293,Tableau
293,Pandas
293,AWS
294,Power BI
294,Statistics
294,AWS
294,ETL
294,SQL
295,Pandas
295,Data Visualization
295,Python
295,MySQL
296,Statistics
296,Pandas
296,Tableau
296,Power BI
296,AWS
296,Data Visualization
296,Python
297,ETL
297,Pandas
297,Tableau
297,Statistics
297,Excel
298,MySQL
298,SQL
298,ETL
298,Pandas
298,Power BI
299,Power BI
299,Data Visualization
299,Pandas
299,Statistics
299,MySQL
299,ETL
299,AWS
300,Machine Learning
300,Excel
300,SQL
300,MySQL
301,Python
301,Power BI
301,ETL
301,Excel
301,MySQL
301,Tableau
302,Machine Learning
302,ETL
302,Pandas
302,AWS
302,Python
302,SQL
302,Statistics
303,SQL
303,Python
303,Statistics
303,Tableau
303,Pandas
303,Power BI
303,Machine Learning
304,Machine Learning
304,AWS
304,Pandas
304,Statistics
304,Python
304,Excel
305,Power BI
305,Machine Learning
305,Data Visualization
305,Python
305,Excel
305,ETL
305,Statistics
306,Machine Learning
306,AWS
306,SQL
306,Pandas
306,Power BI
306,Data Visualization
306,Tableau
307,MySQL
307,SQL
307,Tableau
307,Machine Learning
307,Pandas
307,ETL
308,Power BI
308,Data Visualization
308,ETL
308,Statistics
309,SQL
309,Excel
309,Machine Learning
309,ETL
310,Excel
310,Machine Learning
310,Data Visualization
310,Pandas
310,SQL
310,AWS
310,Statistics
311,Statistics
311,Machine Learning
311,Data Visualization
311,ETL
311,SQL
311,Python
312,Machine Learning
312,Statistics
312,ETL
312,Excel
312,Tableau
312,MySQL
313,Python
313,Tableau
313,Power BI
313,SQL
313,Statistics
313,ETL
314,Data Visualization
314,Tableau
314,Python
314,Power BI
314,Excel
314,Pandas
314,Statistics
315,Statistics
315,MySQL
315,Python
315,SQL
315,Power BI
315,Machine Learning
316,Data Visualization
316,Excel
316,ETL
316,Tableau
316,Power BI
316,Statistics
316,Pandas
317,Python
317,Data Visualization
317,MySQL
317,Machine Learning
317,Power BI
317,AWS
318,SQL
318,MySQL
318,Machine Learning
318,Statistics
318,AWS
318,ETL
319,Pandas
319,Power BI
319,Statistics
319,AWS
319,Python
320,SQL
320,Statistics
320,Machine Learning
320,MySQL
320,Tableau
321,Pandas
321,Statistics
321,MySQL
321,Tableau
321,Power BI
321,Python
321,ETL
322,AWS
322,Power BI
322,Tableau
322,Pandas
322,Statistics
322,Machine Learning
322,Excel
323,Pandas
323,Excel
323,Python
323,SQL
323,AWS
323,Statistics
323,Power BI
324,Excel
324,AWS
324,Data Visualization
324,Python
325,AWS
325,Python
325,Machine Learning
325,ETL
325,Pandas
325,Tableau
326,Python
326,Machine Learning
326,ETL
326,Tableau
326,Power BI
327,SQL
327,Excel
327,MySQL
327,AWS
327,Python
327,Pandas
327,Tableau
328,Machine Learning
328,Pandas
328,Statistics
328,MySQL
328,AWS
328,Data Visualization
329,Machine Learning
329,Tableau
329,Pandas
329,Power BI
329,SQL
329,Python
330,Power BI
330,Statistics
330,Python
330,AWS
330,ETL
330,Tableau
331,Excel
331,ETL
331,Pandas
331,Tableau
332,AWS
332,Pandas
332,Data Visualization
332,ETL
332,Power BI
332,Excel
333,Tableau
333,SQL
333,Python
333,Excel
334,Power BI
334,Pandas
334,Data Visualization
334,Statistics
334,Python
334,SQL
335,AWS
335,Excel
335,Data Visualization
335,ETL
336,Excel
336,MySQL
336,Pandas
336,Python
336,SQL
337,SQL
337,Power BI
337,Data Visualization
337,Excel
337,Python
337,Machine Learning
337,Tableau
338,Power BI
338,ETL
338,Machine Learning
338,Excel
338,Pandas
339,Machine Learning
339,Pandas
339,Statistics
339,Excel
339,MySQL
339,AWS
339,Tableau
340,Data Visualization
340,MySQL
340,Python
340,Tableau
341,SQL
341,Power BI
341,Tableau
341,Pandas
341,Excel
342,Machine Learning
342,AWS
342,Excel
342,Statistics
342,Power BI
343,AWS
343,SQL
343,Power BI
343,MySQL
343,Machine Learning
343,Data Visualization
343,Python
344,Data Visualization
344,Power BI
344,AWS
344,SQL
344,MySQL
344,Statistics
344,Machine Learning
345,Data Visualization
345,Excel
345,Power BI
345,Machine Learning
345,SQL
345,Pandas
346,Python
346,Statistics
346,Excel
346,Data Visualization
346,MySQL
346,AWS
346,Machine Learning
347,SQL
347,Statistics
347,Machine Learning
347,MySQL
347,Python
348,Data Visualization
348,Tableau
348,ETL
348,AWS
348,Machine Learning
348,Power BI
349,Tableau
349,Pandas
349,Power BI
349,AWS
349,SQL
349,Excel
350,Data Visualization
350,Excel
350,Machine Learning
350,MySQL
350,Python
351,Tableau
351,AWS
351,SQL
351,Machine Learning
351,Excel
352,Tableau
352,MySQL
352,SQL
352,ETL
352,Excel
352,Statistics
353,Machine Learning
353,Pandas
353,Tableau
353,MySQL
353,Excel
353,ETL
353,AWS
354,Python
354,AWS
354,Pandas
354,MySQL
354,Machine Learning
355,Tableau
355,ETL
355,SQL
355,Excel
356,SQL
356,Statistics
356,Excel
356,AWS
356,Tableau
357,SQL
357,AWS
357,Machine Learning
357,MySQL
357,Power BI
357,Statistics
357,Python
358,Machine Learning
358,Power BI
358,Tableau
358,SQL
358,Statistics
358,Data Visualization
359,ETL
359,Tableau
359,MySQL
359,Python
359,Pandas
359,Statistics
359,SQL
360,Pandas
360,Python
360,Power BI
360,ETL
361,Python
361,MySQL
361,ETL
361,Statistics
361,AWS
361,Power BI
362,Machine Learning
362,Excel
362,MySQL
362,ETL
362,Statistics
362,Python
362,Tableau
363,Tableau
363,Excel
363,Pandas
363,Python
364,Data Visualization
364,Power BI
364,Machine Learning
364,SQL
365,Python
365,Excel
365,Machine Learning
365,SQL
365,Power BI
366,SQL
366,Python
366,ETL
366,MySQL
366,Statistics
367,Power BI
367,AWS
367,MySQL
367,Data Visualization
367,Tableau
368,SQL
368,Excel
368,Pandas
368,Data Visualization
368,Statistics
368,Power BI
369,MySQL
369,Power BI
369,ETL
369,AWS
369,Data Visualization
369,Pandas
370,MySQL
370,Data Visualization
370,Statistics
370,AWS
370,Pandas
370,Power BI
371,Data Visualization
371,Excel
371,MySQL
371,Machine Learning
372,Data Visualization
372,SQL
372,Tableau
372,Pandas
372,Power BI
372,Statistics
372,MySQL
373,Python
373,ETL
373,Statistics
